Transaction_ID,Date,Month,Quarter,Fund_Name,Transaction_Type,Amount_USD,Status,Account_Tier,Region,Processing_Days,Anomaly_Flag,Anomaly_Reason
TXN-00439,2024-07-21,July,Q3,T. Rowe Price Equity,Buy,1834321.94,Flagged,Institutional,Southeast,4,Yes,Unusual frequency
TXN-00440,2024-05-23,May,Q2,T. Rowe Price Equity,Sell,1253105.47,Completed,High Net Worth,Southwest,1,No,
TXN-00441,2024-11-27,November,Q4,BlackRock Bond Fund,Fee,168909.18,Flagged,High Net Worth,West,5,Yes,Off-hours activity
TXN-00442,2024-03-11,March,Q1,T. Rowe Price Equity,Sell,1979337.05,Completed,High Net Worth,Northeast,1,No,
TXN-00443,2024-07-02,July,Q3,T. Rowe Price Equity,Transfer In,2561726.95,Cancelled,Institutional,Southwest,5,No,
TXN-00444,2024-05-18,May,Q2,Fidelity Growth Fund,Buy,107141.75,Flagged,High Net Worth,Southeast,2,Yes,Off-hours activity
TXN-00445,2024-08-29,August,Q3,PIMCO Total Return,Dividend,25161.78,Completed,Retail,Northeast,1,No,
TXN-00446,2024-05-03,May,Q2,BlackRock Bond Fund,Transfer In,84727.26,Completed,Retail,Southwest,1,No,
TXN-00447,2024-07-17,July,Q3,BlackRock Bond Fund,Sell,32141.43,Completed,Retail,Southwest,1,No,
TXN-00448,2024-12-23,December,Q4,BlackRock Bond Fund,Transfer In,2861671.79,Completed,Institutional,Southwest,1,No,
TXN-00449,2024-10-15,October,Q4,Fidelity Growth Fund,Fee,4277.39,Pending,Retail,West,0,No,
TXN-00450,2024-01-29,January,Q1,Fidelity Growth Fund,Transfer In,48059.9,Completed,Retail,Southwest,1,No,
TXN-00451,2024-06-18,June,Q2,PIMCO Total Return,Sell,4602025.86,Completed,Institutional,Southeast,1,No,
TXN-00452,2024-06-14,June,Q2,Vanguard 500 Index,Buy,1560014.67,Completed,High Net Worth,Southeast,1,No,
TXN-00453,2024-09-26,September,Q3,BlackRock Bond Fund,Buy,595057.63,Flagged,Institutional,Southwest,4,Yes,Off-hours activity
TXN-00454,2024-03-10,March,Q1,Fidelity Growth Fund,Transfer Out,953593.09,Flagged,Institutional,Midwest,3,Yes,Off-hours activity
TXN-00455,2024-12-06,December,Q4,PIMCO Total Return,Sell,724006.99,Flagged,Institutional,Midwest,5,Yes,Amount exceeds threshold
TXN-00456,2024-10-17,October,Q4,Vanguard 500 Index,Sell,1297311.21,Flagged,High Net Worth,Southeast,5,Yes,Amount exceeds threshold
TXN-00457,2024-03-13,March,Q1,BlackRock Bond Fund,Transfer Out,98246.78,Completed,Retail,Midwest,1,No,
TXN-00458,2024-03-26,March,Q1,Vanguard 500 Index,Transfer Out,1399540.96,Flagged,Institutional,Northeast,2,Yes,Unusual frequency
TXN-00459,2024-06-28,June,Q2,BlackRock Bond Fund,Buy,44102.9,Completed,Retail,West,1,No,
TXN-00460,2024-08-02,August,Q3,Fidelity Growth Fund,Fee,2775517.44,Cancelled,Institutional,Midwest,2,No,
TXN-00461,2024-09-02,September,Q3,PIMCO Total Return,Transfer Out,7834.08,Completed,Retail,West,1,No,
TXN-00462,2024-01-18,January,Q1,BlackRock Bond Fund,Buy,463581.97,Flagged,Institutional,Northeast,5,Yes,Unusual frequency
TXN-00463,2024-03-23,March,Q1,Vanguard 500 Index,Transfer In,4927852.89,Completed,Institutional,Southwest,1,No,
TXN-00464,2024-09-04,September,Q3,Vanguard 500 Index,Fee,356352.37,Completed,High Net Worth,West,1,No,
TXN-00465,2024-02-21,February,Q1,BlackRock Bond Fund,Sell,3637986.71,Completed,Institutional,Southwest,1,No,
TXN-00466,2024-10-03,October,Q4,BlackRock Bond Fund,Transfer Out,569988.01,Pending,Institutional,Southeast,0,No,
TXN-00467,2024-07-20,July,Q3,PIMCO Total Return,Transfer In,36402.48,Cancelled,Retail,Northeast,5,No,
TXN-00468,2024-02-14,February,Q1,BlackRock Bond Fund,Transfer Out,3060.7,Cancelled,Retail,Northeast,3,No,
TXN-00469,2024-11-22,November,Q4,BlackRock Bond Fund,Buy,78595.22,Cancelled,Retail,Midwest,5,No,
TXN-00470,2024-09-07,September,Q3,BlackRock Bond Fund,Buy,88606.52,Flagged,Retail,Midwest,3,Yes,Off-hours activity
TXN-00471,2024-08-16,August,Q3,Vanguard 500 Index,Dividend,1208587.17,Cancelled,Institutional,Midwest,4,No,
TXN-00472,2024-10-15,October,Q4,Vanguard 500 Index,Sell,80913.93,Completed,Retail,Midwest,1,No,
TXN-00473,2024-07-30,July,Q3,PIMCO Total Return,Sell,2151297.17,Completed,Institutional,Southwest,1,No,
TXN-00474,2024-10-01,October,Q4,T. Rowe Price Equity,Transfer In,486879.74,Completed,Institutional,Midwest,1,No,
TXN-00475,2024-01-18,January,Q1,PIMCO Total Return,Transfer In,17701.46,Completed,Retail,West,1,No,
TXN-00476,2024-03-26,March,Q1,Fidelity Growth Fund,Sell,8297.67,Completed,Retail,West,1,No,
TXN-00477,2024-12-15,December,Q4,T. Rowe Price Equity,Sell,673511.5,Completed,High Net Worth,Midwest,1,No,
TXN-00478,2024-02-04,February,Q1,Vanguard 500 Index,Fee,1720417.15,Flagged,High Net Worth,Midwest,2,Yes,Mismatched account tier
TXN-00479,2024-12-24,December,Q4,PIMCO Total Return,Transfer In,15389.41,Flagged,Retail,West,2,Yes,Amount exceeds threshold
TXN-00480,2024-10-15,October,Q4,Vanguard 500 Index,Dividend,1976913.02,Flagged,Institutional,Midwest,5,Yes,Mismatched account tier
TXN-00481,2024-01-20,January,Q1,Fidelity Growth Fund,Dividend,61061.2,Flagged,Retail,Southwest,2,Yes,Mismatched account tier
TXN-00482,2024-07-21,July,Q3,BlackRock Bond Fund,Transfer Out,92123.08,Completed,Retail,West,1,No,
TXN-00483,2024-07-09,July,Q3,Vanguard 500 Index,Dividend,4229948.19,Pending,Institutional,Midwest,0,No,
TXN-00484,2024-12-22,December,Q4,Vanguard 500 Index,Sell,3892751.41,Completed,Institutional,West,1,No,
TXN-00485,2024-06-13,June,Q2,BlackRock Bond Fund,Transfer Out,416474.6,Flagged,High Net Worth,Northeast,5,Yes,Unusual frequency
TXN-00486,2024-09-05,September,Q3,PIMCO Total Return,Dividend,177953.09,Completed,High Net Worth,Southeast,1,No,
TXN-00487,2024-12-29,December,Q4,PIMCO Total Return,Fee,106448.91,Completed,High Net Worth,Southwest,1,No,
TXN-00488,2024-04-08,April,Q2,Fidelity Growth Fund,Buy,5530.65,Completed,Retail,West,1,No,
TXN-00489,2024-07-03,July,Q3,Fidelity Growth Fund,Dividend,2045017.16,Flagged,Institutional,Southwest,2,Yes,Amount exceeds threshold
TXN-00490,2024-05-03,May,Q2,BlackRock Bond Fund,Fee,58894.58,Cancelled,Retail,West,4,No,
TXN-00491,2024-06-25,June,Q2,Fidelity Growth Fund,Dividend,1994171.79,Completed,Institutional,Northeast,1,No,
TXN-00492,2024-03-24,March,Q1,PIMCO Total Return,Sell,27273.82,Completed,Retail,Southeast,1,No,
TXN-00493,2024-07-28,July,Q3,PIMCO Total Return,Buy,3272120.62,Completed,Institutional,Southeast,1,No,
TXN-00494,2024-11-03,November,Q4,Vanguard 500 Index,Sell,1439843.95,Pending,High Net Worth,Midwest,0,No,
TXN-00495,2024-12-29,December,Q4,BlackRock Bond Fund,Fee,1334793.68,Flagged,Institutional,West,4,Yes,Mismatched account tier
TXN-00496,2024-12-12,December,Q4,PIMCO Total Return,Transfer In,64327.77,Flagged,High Net Worth,Northeast,4,Yes,Off-hours activity
TXN-00497,2024-06-01,June,Q2,Vanguard 500 Index,Fee,3238914.25,Completed,Institutional,Midwest,1,No,
TXN-00498,2024-05-21,May,Q2,BlackRock Bond Fund,Transfer Out,51970.71,Pending,Retail,Southeast,0,No,
TXN-00499,2024-05-03,May,Q2,Vanguard 500 Index,Transfer In,3634287.67,Flagged,Institutional,Southeast,4,Yes,Mismatched account tier
TXN-00500,2024-05-12,May,Q2,T. Rowe Price Equity,Fee,70952.86,Flagged,Retail,Southwest,4,Yes,Unusual frequency
